Date,Description,Category,Amount,Type
2025-12-16,Handmade Ceramic Shoes,Transport,116.57489582550734,Expense
2025-12-27,Handmade Wooden Pizza,Salaire,371.1513971823567,Income
2025-12-30,Gorgeous Steel Ball,Logement,377.2039779864338,Expense
2025-12-28,Bespoke Granite Bacon,Logement,134.8855141147626,Expense
2025-12-22,Rustic Cotton Shirt,Salaire,306.9143476702468,Income
2025-12-29,Generic Gold Keyboard,Freelance,300.00851100235604,Income
2025-12-28,Practical Bronze Tuna,Transport,238.6070895244283,Expense
2026-01-02,Licensed Cotton Sausages,Salaire,61.993802239149105,Income
2025-12-22,Licensed Metal Fish,Loisirs,191.19644329063036,Expense
2025-12-30,Licensed Ceramic Mouse,Salaire,437.3176197740328,Income
2025-12-21,Recycled Concrete Soap,Logement,223.67672007106452,Expense
2025-12-19,Soft Aluminum Bacon,Santé,91.72761915219125,Expense
2026-01-08,Licensed Marble Tuna,Transport,180.428206984283,Expense
2026-01-09,Intelligent Marble Car,Freelance,391.6481409066654,Income
2025-12-29,Soft Rubber Shoes,Salaire,325.95584987493663,Income
2025-12-25,Handmade Aluminum Fish,Alimentation,92.86649672341522,Expense
2026-01-02,Elegant Cotton Hat,Transport,78.48192167288391,Expense
2026-01-07,Handmade Wooden Shoes,Transport,37.796373375986114,Expense
2026-01-08,Oriental Concrete Computer,Logement,290.7006722474021,Expense
2025-12-18,Handmade Cotton Hat,Shopping,52.66837013961381,Expense
2025-12-26,Bespoke Plastic Cheese,Alimentation,139.93055544598698,Expense
2026-01-01,Fantastic Ceramic Pants,Shopping,481.0341271424291,Expense
2025-12-27,Handmade Silk Sausages,Logement,350.5090934992414,Expense
2025-12-20,Licensed Metal Pizza,Shopping,130.7955073122614,Expense
2025-12-15,Oriental Cotton Keyboard,Santé,110.47483918572729,Expense
2025-12-29,Practical Bronze Ball,Alimentation,414.40406828617864,Expense
2025-12-16,Licensed Marble Sausages,Shopping,489.9258313081837,Expense
2025-12-31,Recycled Bamboo Computer,Shopping,362.85883134769625,Expense
2026-01-06,Intelligent Steel Gloves,Alimentation,431.11278546046486,Expense
2026-01-10,Fantastic Granite Sausages,Transport,461.0688052578804,Expense
2026-01-10,Small Gold Shirt,Shopping,494.0290218562653,Expense
2025-12-19,Bespoke Granite Table,Salaire,47.04382337940074,Income
2025-12-29,Small Marble Gloves,Shopping,492.7723255781511,Expense
2026-01-08,Refined Aluminum Pants,Shopping,373.0420963107265,Expense
2025-12-21,Intelligent Cotton Computer,Logement,478.0290316607082,Expense
2025-12-31,Practical Cotton Pants,Alimentation,430.911274552546,Expense
2026-01-08,Gorgeous Wooden Car,Transport,171.59967190984528,Expense
2026-01-13,Elegant Aluminum Salad,Logement,28.137880037088465,Expense
2025-12-17,Ergonomic Ceramic Hat,Logement,267.37442162074177,Expense
2025-12-29,Elegant Bronze Chips,Transport,210.37871123215257,Expense
2025-12-26,Rustic Wooden Pants,Santé,372.2646992101393,Expense
2026-01-08,Unbranded Gold Bacon,Logement,72.19592172542102,Expense
2025-12-22,Recycled Cotton Mouse,Logement,29.567057432468793,Expense
2025-12-30,Rustic Aluminum Fish,Transport,433.16096527548603,Expense
2025-12-31,Luxurious Ceramic Pants,Santé,159.11982371151873,Expense
2025-12-20,Incredible Gold Sausages,Shopping,112.02088583896439,Expense
2025-12-17,Unbranded Cotton Computer,Logement,205.12904457480298,Expense
2026-01-13,Fantastic Bamboo Pizza,Alimentation,434.22890619586605,Expense
2025-12-22,Luxurious Wooden Fish,Transport,52.39915026605119,Expense
2025-12-22,Tasty Rubber Sausages,Logement,178.72725122980276,Expense
2025-12-19,Rustic Rubber Tuna,Salaire,221.92754574921182,Income
2026-01-08,Bespoke Plastic Bacon,Freelance,232.6928823751725,Income
2026-01-01,Luxurious Metal Keyboard,Loisirs,119.86489736401724,Expense
2025-12-21,Intelligent Bamboo Tuna,Salaire,355.6652865489417,Income
2025-12-26,Incredible Gold Ball,Transport,264.0366843581992,Expense
2026-01-04,Awesome Wooden Chicken,Freelance,355.71879851356965,Income
2025-12-23,Handmade Wooden Tuna,Santé,70.87463091789388,Expense
2026-01-05,Frozen Aluminum Tuna,Loisirs,215.468857371079,Expense
2025-12-16,Recycled Cotton Tuna,Salaire,149.96597965690444,Income
2026-01-08,Incredible Plastic Bike,Transport,93.7962520134302,Expense
2025-12-30,Ergonomic Steel Car,Logement,253.52936844593722,Expense
2026-01-10,Recycled Wooden Shirt,Transport,153.23460779856538,Expense
2026-01-05,Licensed Plastic Mouse,Freelance,269.26955475058986,Income
2025-12-28,Generic Granite Chips,Alimentation,167.9405151059593,Expense
2026-01-09,Intelligent Cotton Salad,Salaire,327.19410164943235,Income
2025-12-27,Gorgeous Bronze Towels,Shopping,279.04196460521547,Expense
2026-01-01,Practical Metal Gloves,Loisirs,89.00411863859122,Expense
2025-12-16,Unbranded Rubber Pants,Salaire,92.0157670831438,Income
2025-12-28,Small Steel Table,Logement,401.8595132352623,Expense
2025-12-24,Incredible Granite Gloves,Freelance,225.2715834854231,Income
2026-01-01,Oriental Gold Sausages,Alimentation,202.31678478220311,Expense
2026-01-02,Unbranded Rubber Towels,Transport,88.48783721258071,Expense
2025-12-23,Small Cotton Mouse,Salaire,300.5568474651771,Income
2025-12-26,Soft Marble Chips,Shopping,236.99695194358137,Expense
2025-12-28,Oriental Ceramic Shoes,Santé,30.846759251202894,Expense
2026-01-03,Luxurious Wooden Shoes,Santé,151.94771339492172,Expense
2026-01-02,Unbranded Bronze Gloves,Shopping,160.70212567783076,Expense
2025-12-20,Soft Granite Towels,Loisirs,391.64350700803357,Expense
2026-01-08,Oriental Bamboo Towels,Transport,202.45191734693537,Expense
2025-12-22,Ergonomic Bronze Salad,Shopping,107.96777285063257,Expense
2025-12-25,Bespoke Wooden Ball,Freelance,252.2641460486486,Income
2026-01-04,Fantastic Gold Fish,Logement,97.24534276784036,Expense
2026-01-03,Handmade Ceramic Soap,Loisirs,83.0318392991049,Expense
2025-12-23,Generic Granite Shirt,Santé,113.20373875601854,Expense
2026-01-10,Elegant Ceramic Bacon,Logement,498.27048347603824,Expense
2026-01-12,Frozen Gold Keyboard,Alimentation,396.2563028642814,Expense
2025-12-16,Bespoke Marble Sausages,Logement,319.233261181316,Expense
2026-01-06,Elegant Steel Sausages,Salaire,432.9593769600498,Income
2026-01-10,Elegant Wooden Tuna,Santé,70.61766327574018,Expense
2025-12-26,Rustic Steel Car,Shopping,378.13033452671755,Expense
2025-12-18,Elegant Cotton Salad,Loisirs,155.10907678921544,Expense
2025-12-21,Bespoke Ceramic Tuna,Alimentation,379.0221925203218,Expense
2025-12-30,Ergonomic Concrete Bike,Shopping,122.32365762221006,Expense
2026-01-04,Fantastic Wooden Keyboard,Alimentation,87.38485751052073,Expense
2025-12-23,Luxurious Bronze Shirt,Freelance,187.20321795617068,Income
2026-01-08,Intelligent Aluminum Sausages,Logement,77.36000906243986,Expense
2026-01-13,Intelligent Concrete Soap,Salaire,348.02173343709546,Income
2025-12-23,Intelligent Silk Soap,Transport,337.81342886993144,Expense
2025-12-21,Tasty Silk Pizza,Logement,160.62253291675066,Expense
2025-12-24,Gorgeous Ceramic Sausages,Freelance,235.4986656078263,Income
2026-01-02,Frozen Aluminum Fish,Salaire,28.48223008636752,Income
2025-12-29,Licensed Silk Ball,Transport,150.1791636773316,Expense
2025-12-27,Small Plastic Tuna,Freelance,493.9272400338809,Income
2025-12-20,Incredible Gold Ball,Logement,205.13657168761873,Expense
2026-01-06,Gorgeous Aluminum Sausages,Logement,17.75617660557149,Expense
2026-01-10,Ergonomic Cotton Table,Salaire,485.0189381175061,Income
2025-12-24,Generic Cotton Table,Logement,472.2767815146083,Expense
2026-01-02,Handcrafted Wooden Cheese,Transport,53.360710063879715,Expense
2025-12-22,Handcrafted Rubber Bike,Loisirs,105.56393190240311,Expense
2025-12-20,Incredible Silk Bacon,Santé,80.7673874529399,Expense
2026-01-03,Intelligent Granite Car,Salaire,257.6775003597229,Income
2025-12-31,Modern Metal Ball,Logement,412.439074278628,Expense
2026-01-04,Modern Cotton Shoes,Santé,207.32788386358308,Expense
2025-12-27,Oriental Granite Fish,Logement,498.0780405192633,Expense
2026-01-03,Incredible Rubber Chair,Transport,385.8188591073539,Expense
2025-12-24,Sleek Bamboo Cheese,Shopping,334.75924197644946,Expense
2026-01-02,Frozen Marble Table,Alimentation,322.5599559547709,Expense
2025-12-15,Recycled Gold Cheese,Logement,267.84982021147084,Expense
2026-01-06,Generic Gold Cheese,Transport,45.51401719914882,Expense
2025-12-29,Gorgeous Silk Gloves,Logement,238.1487023373209,Expense
2025-12-27,Frozen Cotton Bike,Shopping,358.24880267999123,Expense
2025-12-30,Oriental Steel Sausages,Logement,460.3928673306522,Expense
2026-01-09,Rustic Ceramic Pizza,Freelance,353.7167500336705,Income
2026-01-11,Refined Silk Mouse,Alimentation,380.644031017354,Expense
2025-12-16,Handcrafted Cotton Shoes,Santé,97.7115162676841,Expense
2025-12-21,Gorgeous Concrete Cheese,Alimentation,102.40418513035932,Expense
2025-12-28,Incredible Steel Ball,Freelance,148.3346843536289,Income
2025-12-15,Practical Cotton Fish,Loisirs,49.56759608017911,Expense
2025-12-25,Soft Silk Gloves,Alimentation,44.33535634517317,Expense
2026-01-05,Modern Bamboo Hat,Logement,406.45547912534056,Expense
2026-01-07,Awesome Cotton Computer,Salaire,273.16360584772355,Income
2025-12-30,Recycled Metal Chicken,Shopping,36.03194569307372,Expense
2026-01-11,Frozen Gold Cheese,Transport,310.47038354188027,Expense
2026-01-06,Generic Bronze Computer,Santé,392.12159571858245,Expense
2025-12-17,Handmade Rubber Hat,Alimentation,202.41734476094828,Expense
2026-01-06,Oriental Steel Shoes,Alimentation,74.48953009624188,Expense
2025-12-28,Frozen Marble Pants,Transport,272.2860102759788,Expense
2026-01-06,Luxurious Cotton Table,Transport,153.99555866352725,Expense
2025-12-23,Modern Concrete Chips,Alimentation,217.2646063671426,Expense
2026-01-07,Electronic Aluminum Mouse,Shopping,52.18878241046893,Expense
2025-12-31,Fantastic Ceramic Towels,Loisirs,10.08512657178393,Expense
2025-12-30,Fantastic Gold Hat,Santé,125.99664466953219,Expense
2026-01-05,Bespoke Metal Pants,Shopping,128.1803026326769,Expense
2025-12-26,Fantastic Aluminum Soap,Freelance,239.36560122935592,Income
2025-12-26,Sleek Aluminum Bike,Alimentation,178.50988037072344,Expense
2026-01-01,Soft Gold Cheese,Alimentation,493.8646985274489,Expense
2026-01-07,Unbranded Plastic Cheese,Logement,479.0074345999369,Expense
2026-01-02,Fresh Cotton Gloves,Shopping,219.8343058768633,Expense
2025-12-17,Generic Silk Table,Shopping,19.677648291776208,Expense
2025-12-21,Practical Steel Ball,Logement,50.195692030736005,Expense
2026-01-06,Gorgeous Steel Shoes,Transport,354.868410622107,Expense
2026-01-01,Recycled Steel Towels,Logement,423.4454773129179,Expense
2025-12-15,Rustic Bronze Computer,Santé,148.5307497467268,Expense
2026-01-09,Elegant Silk Fish,Salaire,211.01898381920242,Income
2026-01-12,Rustic Granite Mouse,Transport,156.738809667447,Expense
2026-01-07,Tasty Wooden Chips,Freelance,458.6701510360095,Income
2025-12-18,Gorgeous Gold Chair,Transport,102.41687129369211,Expense
2025-12-17,Recycled Rubber Car,Shopping,293.26148692598497,Expense
2026-01-11,Rustic Concrete Chips,Alimentation,317.2242426087552,Expense
2025-12-25,Generic Ceramic Bike,Logement,245.6754160333544,Expense
2025-12-24,Ergonomic Concrete Keyboard,Santé,422.1879740843663,Expense
2026-01-11,Frozen Gold Bacon,Loisirs,429.4622453816607,Expense
2026-01-10,Handmade Plastic Gloves,Alimentation,50.926078797260665,Expense
2026-01-09,Handcrafted Concrete Bacon,Logement,216.3429839070567,Expense
2025-12-20,Unbranded Granite Table,Alimentation,19.02235456434684,Expense
2026-01-05,Practical Plastic Sausages,Transport,357.51709446705354,Expense
2025-12-21,Practical Concrete Fish,Santé,379.9546031903425,Expense
2025-12-28,Sleek Steel Hat,Shopping,315.81983627686975,Expense
2025-12-23,Soft Wooden Shirt,Logement,490.91086610721885,Expense
2025-12-31,Small Rubber Ball,Transport,380.4247106661156,Expense
2026-01-13,Practical Marble Bike,Salaire,70.13964084668521,Income
2026-01-04,Awesome Ceramic Shoes,Loisirs,379.5340357371485,Expense
2025-12-30,Frozen Aluminum Tuna,Logement,318.9161496402354,Expense
2025-12-25,Handmade Cotton Car,Shopping,96.75381624758474,Expense
2025-12-16,Unbranded Concrete Shirt,Salaire,215.90157863019218,Income
2025-12-18,Rustic Ceramic Towels,Alimentation,289.5360988343905,Expense
2025-12-18,Tasty Silk Soap,Logement,457.6527619809144,Expense
2025-12-24,Intelligent Wooden Pizza,Santé,495.2951804588784,Expense
2026-01-01,Refined Granite Pizza,Transport,299.0046559846684,Expense
2025-12-25,Licensed Silk Soap,Santé,196.5565781669629,Expense
2025-12-27,Practical Bronze Ball,Shopping,125.23917621429604,Expense
2026-01-04,Practical Plastic Computer,Logement,76.35978345592434,Expense
2026-01-07,Tasty Granite Towels,Transport,45.59471215132928,Expense
2025-12-21,Electronic Bronze Mouse,Transport,294.0335540456272,Expense
2025-12-24,Intelligent Cotton Hat,Santé,232.14649403797642,Expense
2026-01-11,Recycled Metal Chair,Logement,371.3064504738072,Expense
2025-12-19,Tasty Bronze Pizza,Logement,427.0572135231998,Expense
2026-01-01,Licensed Bronze Pants,Transport,65.4379502134704,Expense
2025-12-18,Handmade Concrete Soap,Shopping,285.4540646383785,Expense
2025-12-27,Unbranded Silk Gloves,Transport,372.9075791919971,Expense
2025-12-27,Tasty Silk Shoes,Alimentation,276.5549149654117,Expense
2026-01-02,Licensed Bamboo Bike,Shopping,306.15049897499324,Expense
2026-01-08,Intelligent Bamboo Pants,Loisirs,293.1367488005899,Expense
2025-12-21,Oriental Bronze Fish,Santé,431.59866356855815,Expense
2025-12-17,Fantastic Ceramic Keyboard,Loisirs,256.4292255815416,Expense
2025-12-18,Ergonomic Gold Soap,Salaire,90.4438736142657,Income
2025-12-27,Awesome Wooden Salad,Logement,81.16845673856466,Expense
2025-12-24,Elegant Plastic Pants,Salaire,153.8820948784539,Income
2025-12-19,Tasty Ceramic Fish,Alimentation,322.9425528821623,Expense
2025-12-17,Elegant Plastic Towels,Salaire,273.9288662359807,Income
2025-12-18,Ergonomic Metal Sausages,Transport,88.32480673287243,Expense
2026-01-08,Fresh Bamboo Shirt,Salaire,305.4819718381365,Income
2025-12-31,Small Ceramic Tuna,Loisirs,246.23727028448926,Expense
2025-12-24,Fresh Plastic Pants,Loisirs,104.88814320656198,Expense
2025-12-21,Recycled Marble Towels,Shopping,80.70076643000796,Expense
2025-12-25,Awesome Rubber Gloves,Transport,338.4178042480371,Expense
2025-12-31,Small Marble Mouse,Alimentation,192.8874884867917,Expense
2025-12-26,Fresh Concrete Chips,Freelance,86.60698997455751,Income
2025-12-24,Intelligent Bamboo Fish,Freelance,313.12919682304533,Income
2026-01-11,Sleek Bronze Keyboard,Santé,265.6335904654897,Expense
2025-12-20,Tasty Steel Ball,Transport,369.0559148110493,Expense
2026-01-07,Incredible Concrete Gloves,Salaire,112.25295048470844,Income
2025-12-23,Fresh Marble Table,Alimentation,206.53701055381015,Expense
2026-01-10,Soft Rubber Mouse,Alimentation,273.53040121001834,Expense
2026-01-09,Frozen Wooden Chips,Alimentation,199.80588349798478,Expense
2025-12-22,Handcrafted Bronze Tuna,Transport,463.26810705138615,Expense
2026-01-10,Gorgeous Concrete Computer,Shopping,67.46401036947118,Expense
2026-01-02,Practical Metal Table,Transport,395.69441868993215,Expense
2025-12-29,Modern Bamboo Computer,Loisirs,487.8487396429156,Expense
2025-12-28,Luxurious Bamboo Car,Shopping,31.280292247898842,Expense
2026-01-07,Licensed Aluminum Pizza,Freelance,178.31110035140472,Income
2026-01-02,Intelligent Cotton Chips,Logement,117.23092704041984,Expense
2025-12-25,Modern Rubber Salad,Alimentation,147.55852627084087,Expense
2025-12-20,Soft Cotton Bike,Alimentation,408.2615370481738,Expense
2025-12-17,Elegant Silk Bike,Loisirs,161.94808125615916,Expense
2025-12-31,Modern Plastic Tuna,Logement,366.6820921955889,Expense
2026-01-12,Awesome Bamboo Chair,Loisirs,51.58271085741414,Expense
2025-12-15,Unbranded Wooden Gloves,Transport,148.20303010057782,Expense
2025-12-28,Awesome Ceramic Pizza,Shopping,290.2608937642275,Expense
2026-01-01,Practical Metal Pizza,Logement,44.62519343294222,Expense
2025-12-17,Soft Marble Car,Freelance,66.19095814777023,Income
2025-12-19,Generic Cotton Shoes,Alimentation,387.7944631580862,Expense
2025-12-24,Fresh Silk Hat,Santé,333.22152192395646,Expense
2025-12-15,Refined Bamboo Salad,Shopping,53.028173099642835,Expense
2025-12-21,Sleek Plastic Sausages,Alimentation,178.55831672072418,Expense
2025-12-31,Small Rubber Fish,Shopping,406.4296907085678,Expense
2026-01-11,Unbranded Metal Shoes,Shopping,75.61747382409078,Expense
2025-12-17,Intelligent Aluminum Towels,Logement,142.50112939343663,Expense
2025-12-27,Frozen Aluminum Shirt,Freelance,109.518559185316,Income
2025-12-15,Frozen Bamboo Shoes,Logement,187.75092997694827,Expense
2026-01-03,Tasty Steel Ball,Freelance,179.83805482409022,Income
2025-12-30,Ergonomic Marble Soap,Logement,383.2224570698726,Expense
2026-01-03,Frozen Rubber Tuna,Loisirs,196.70265899276026,Expense
2026-01-11,Frozen Metal Chicken,Transport,450.09001385780493,Expense
2025-12-20,Refined Marble Cheese,Santé,456.67688496160315,Expense
2025-12-17,Luxurious Bronze Sausages,Transport,114.58708609180596,Expense
2025-12-30,Bespoke Wooden Shirt,Alimentation,60.20699762366036,Expense
2025-12-18,Gorgeous Metal Pants,Loisirs,81.12906053798365,Expense
2026-01-02,Fresh Steel Fish,Loisirs,409.60314432281683,Expense
2026-01-05,Intelligent Plastic Shoes,Santé,248.3104290850349,Expense
2025-12-14,Licensed Ceramic Pizza,Freelance,130.9028219147208,Income
2025-12-29,Unbranded Cotton Shoes,Logement,324.7111307312827,Expense
2025-12-20,Soft Steel Keyboard,Santé,89.4368263300986,Expense
2025-12-22,Elegant Aluminum Sausages,Transport,299.24792652511763,Expense
2025-12-27,Handmade Cotton Bacon,Loisirs,176.96567172336214,Expense
2025-12-16,Handcrafted Marble Table,Logement,79.43460992209074,Expense
2025-12-22,Handmade Marble Fish,Transport,481.0090061591312,Expense
2025-12-30,Awesome Metal Gloves,Santé,441.25550347138136,Expense
2025-12-21,Licensed Bronze Shoes,Logement,33.223208000693376,Expense
2025-12-22,Oriental Rubber Car,Loisirs,226.20895787919667,Expense
2025-12-26,Rustic Bronze Mouse,Alimentation,422.6534823404978,Expense
2025-12-30,Intelligent Granite Tuna,Loisirs,377.4340050737315,Expense
2026-01-06,Handcrafted Wooden Chicken,Salaire,303.00626147712626,Income
2025-12-19,Tasty Granite Chair,Alimentation,316.0973677258124,Expense
2025-12-25,Tasty Metal Mouse,Alimentation,488.21765256375465,Expense
2026-01-01,Sleek Granite Cheese,Santé,354.1350288488009,Expense
2026-01-02,Oriental Metal Chips,Santé,378.9249117402763,Expense
2025-12-28,Elegant Bronze Salad,Loisirs,174.22120280250223,Expense
2025-12-19,Awesome Plastic Pants,Loisirs,66.09320762613652,Expense
2025-12-19,Licensed Wooden Computer,Logement,353.0577665996119,Expense
2026-01-01,Rustic Ceramic Pizza,Santé,312.4745894386031,Expense
2025-12-27,Ergonomic Wooden Hat,Alimentation,433.6867181989757,Expense
2025-12-20,Practical Silk Tuna,Freelance,210.84491605481827,Income
2025-12-19,Incredible Concrete Shirt,Logement,115.64471079388888,Expense
2025-12-16,Licensed Rubber Shoes,Santé,212.72285785304365,Expense
2025-12-16,Bespoke Rubber Bike,Alimentation,79.55276185649748,Expense
2025-12-15,Gorgeous Metal Shirt,Transport,300.22919608541065,Expense
2025-12-19,Intelligent Silk Chicken,Transport,422.21850748990045,Expense
2025-12-18,Intelligent Marble Hat,Transport,324.5577196348355,Expense
2025-12-24,Elegant Ceramic Chips,Freelance,403.7038235797811,Income
2026-01-13,Practical Concrete Fish,Freelance,391.8304165500176,Income
2026-01-11,Fantastic Bronze Gloves,Alimentation,232.43200111550027,Expense
2025-12-18,Generic Silk Chair,Freelance,264.70742063200566,Income
2026-01-06,Electronic Plastic Gloves,Shopping,36.00593689917332,Expense
2026-01-13,Gorgeous Aluminum Computer,Transport,409.40310970717894,Expense
2025-12-23,Recycled Steel Chicken,Salaire,20.85953999924741,Income
2026-01-06,Ergonomic Plastic Salad,Santé,469.7430106855809,Expense
2025-12-29,Incredible Marble Chicken,Shopping,42.318976932408724,Expense
2025-12-24,Fantastic Steel Chicken,Loisirs,301.25810262810137,Expense
2026-01-03,Tasty Gold Chair,Freelance,94.52415728021934,Income
2026-01-13,Handcrafted Cotton Salad,Shopping,237.14677251498145,Expense
2025-12-23,Unbranded Plastic Chair,Logement,127.1986485749631,Expense
2025-12-15,Modern Bronze Ball,Logement,329.4942128196684,Expense
2025-12-17,Elegant Silk Pizza,Salaire,84.26297205124062,Income
2026-01-08,Rustic Concrete Hat,Loisirs,298.5970052169672,Expense
2026-01-06,Small Wooden Fish,Salaire,409.0777502597308,Income
2025-12-22,Electronic Silk Chips,Transport,347.11246443095905,Expense
2025-12-23,Refined Aluminum Pizza,Transport,399.9180263543301,Expense
2025-12-17,Practical Bamboo Gloves,Transport,190.35534623406588,Expense
2026-01-09,Sleek Concrete Computer,Salaire,329.34718989871396,Income
2025-12-31,Gorgeous Concrete Mouse,Loisirs,73.29643766250851,Expense
2025-12-29,Refined Cotton Chips,Salaire,337.6746915857597,Income
2026-01-10,Unbranded Wooden Tuna,Transport,307.78774645329577,Expense
2026-01-11,Fantastic Cotton Soap,Transport,421.1042453795466,Expense
2025-12-31,Fantastic Metal Tuna,Alimentation,477.7280771112502,Expense
2025-12-27,Sleek Bronze Computer,Freelance,37.81149436177836,Income
2026-01-09,Soft Aluminum Hat,Loisirs,130.1923113447566,Expense
2026-01-06,Small Granite Mouse,Alimentation,458.4871916761557,Expense
2026-01-08,Handmade Metal Shirt,Shopping,393.98619003266987,Expense
2025-12-29,Sleek Bronze Chips,Loisirs,106.17967149162908,Expense
2025-12-16,Generic Aluminum Bike,Transport,276.3077931601932,Expense
2025-12-26,Tasty Silk Sausages,Transport,475.4677640976682,Expense
2025-12-20,Handmade Bamboo Bike,Transport,27.19031463011077,Expense
2025-12-20,Frozen Silk Chair,Alimentation,398.7925689965831,Expense
2025-12-23,Recycled Metal Table,Freelance,176.42946460007468,Income
2026-01-03,Tasty Wooden Chicken,Transport,280.13956964732733,Expense
2026-01-07,Sleek Rubber Pants,Loisirs,36.58756939722306,Expense
2026-01-12,Gorgeous Plastic Chair,Alimentation,462.4338131791182,Expense
2025-12-21,Rustic Cotton Computer,Salaire,450.32534234892717,Income
2025-12-28,Gorgeous Metal Ball,Logement,456.4467653191708,Expense
2025-12-16,Handcrafted Aluminum Chair,Logement,197.79609458062336,Expense
2026-01-08,Small Marble Gloves,Salaire,467.7799552795304,Income
2025-12-16,Fantastic Bronze Ball,Logement,75.67869947921243,Expense
2026-01-09,Awesome Granite Car,Santé,216.44338101769821,Expense
2025-12-28,Bespoke Concrete Gloves,Shopping,130.07913715698857,Expense
2025-12-30,Tasty Rubber Towels,Loisirs,212.297581146909,Expense
2026-01-10,Handmade Plastic Hat,Transport,136.7496064764998,Expense
2025-12-28,Oriental Granite Pants,Freelance,168.01194917491375,Income
2025-12-27,Rustic Wooden Bike,Santé,207.17741895411868,Expense
2025-12-15,Tasty Rubber Chicken,Santé,238.62603667839468,Expense
2025-12-20,Ergonomic Steel Keyboard,Transport,202.74977306469762,Expense
2025-12-24,Gorgeous Bamboo Chips,Transport,316.3302064315854,Expense
2025-12-20,Refined Aluminum Towels,Freelance,94.62052599321612,Income
2025-12-24,Handcrafted Bamboo Chips,Logement,286.89713499813473,Expense
2026-01-08,Refined Gold Chicken,Transport,413.6574090046465,Expense
2026-01-02,Generic Steel Towels,Shopping,247.5754411587017,Expense
2025-12-27,Fantastic Silk Car,Shopping,77.70000254642743,Expense
2025-12-25,Modern Silk Chips,Alimentation,443.3667848932694,Expense
2025-12-23,Elegant Bamboo Pants,Transport,391.57449679895916,Expense
2025-12-30,Soft Granite Pizza,Shopping,100.57436109218958,Expense
2026-01-05,Awesome Ceramic Table,Loisirs,361.2888169873634,Expense
2025-12-30,Bespoke Concrete Fish,Shopping,477.13016524478934,Expense
2025-12-26,Awesome Metal Sausages,Transport,415.8027587386948,Expense
2026-01-01,Bespoke Marble Soap,Logement,349.12726505949024,Expense
2026-01-06,Modern Gold Shoes,Shopping,342.1324345571173,Expense
2025-12-20,Incredible Aluminum Hat,Logement,90.57445078080944,Expense
2026-01-11,Refined Rubber Cheese,Logement,498.59331706857,Expense
2025-12-25,Intelligent Plastic Cheese,Transport,276.3450423511775,Expense
2025-12-27,Elegant Wooden Keyboard,Shopping,436.3967263578537,Expense
2025-12-24,Incredible Marble Table,Salaire,200.67859750758444,Income
2026-01-01,Refined Gold Salad,Loisirs,243.46094231789294,Expense
2025-12-26,Practical Gold Car,Freelance,389.1208991053151,Income
2025-12-20,Elegant Plastic Table,Logement,60.630152600346264,Expense
2026-01-06,Frozen Plastic Chicken,Alimentation,288.0894530570655,Expense
2025-12-19,Practical Steel Computer,Logement,298.91413891254683,Expense
2025-12-31,Luxurious Steel Towels,Alimentation,139.57980933324777,Expense
2026-01-11,Soft Gold Bike,Freelance,457.0959563799552,Income
2026-01-11,Bespoke Silk Chicken,Alimentation,57.87552717094429,Expense
2025-12-15,Generic Concrete Keyboard,Logement,109.91369657276965,Expense
2025-12-30,Tasty Silk Gloves,Santé,328.99508285492806,Expense
2026-01-05,Fresh Bronze Soap,Logement,289.0093314942002,Expense
2025-12-20,Handmade Steel Salad,Transport,412.56290002257794,Expense
2025-12-24,Sleek Rubber Bike,Logement,207.9708685828737,Expense
2026-01-04,Gorgeous Bronze Soap,Transport,34.280818503228744,Expense
2026-01-09,Awesome Granite Chicken,Shopping,17.38359154171208,Expense
2026-01-07,Fantastic Gold Keyboard,Transport,145.54827598197673,Expense
2026-01-01,Modern Ceramic Gloves,Santé,229.12382481301697,Expense
2025-12-29,Fantastic Rubber Chicken,Salaire,230.0193203352971,Income
2026-01-06,Intelligent Marble Chips,Loisirs,413.5727015145289,Expense
2025-12-19,Soft Bamboo Towels,Loisirs,93.44072987365037,Expense
2026-01-03,Ergonomic Plastic Mouse,Alimentation,499.9632950896909,Expense
2025-12-30,Soft Rubber Chips,Freelance,361.58535811775556,Income
2026-01-05,Small Bronze Bike,Transport,344.6630927348332,Expense
2026-01-09,Electronic Concrete Table,Transport,394.88180163727066,Expense
2025-12-25,Ergonomic Rubber Cheese,Logement,466.15125317530516,Expense
2025-12-16,Unbranded Metal Pants,Transport,62.943833641289395,Expense
2026-01-08,Bespoke Plastic Cheese,Shopping,234.5247155008603,Expense
2025-12-22,Handmade Gold Chips,Logement,217.84536116713514,Expense
2025-12-31,Rustic Cotton Pizza,Logement,165.65054822293789,Expense
2025-12-24,Soft Ceramic Car,Loisirs,186.19666375701271,Expense
2025-12-23,Awesome Silk Keyboard,Santé,162.04946976546452,Expense
2025-12-30,Elegant Rubber Sausages,Loisirs,17.200829324582685,Expense
2025-12-17,Gorgeous Concrete Hat,Loisirs,104.49150136778456,Expense
2025-12-31,Recycled Marble Pants,Loisirs,210.96154705296198,Expense
2025-12-23,Practical Concrete Soap,Santé,472.9437827932289,Expense
2026-01-03,Fantastic Cotton Table,Alimentation,300.68484911078616,Expense
2026-01-08,Tasty Rubber Cheese,Salaire,110.54248104135432,Income
2026-01-13,Handmade Metal Computer,Loisirs,426.99154774518354,Expense
